"region_id","typhoon_no","mean","typhoon_name","year","order_key","ty_label"
18,"2014209N12152",-1.78602103266507,"HALONG",2014,241,"2014-HALONG"
18,"2014275N06166",-1.60716662054338,"VONGFONG",2014,249,"2014-VONGFONG"
18,"2017252N14147",-2.23328924173511,"TALIM",2017,402,"2017-TALIM"
18,"2017288N09138",-1.63119012413749,"LAN",2017,408,"2017-LAN"
18,"2018239N11161",-3.97464018308115,"JEBI",2018,452,"2018-JEBI"
18,"2018263N12146",-1.8086608548289,"TRAMI",2018,457,"2018-TRAMI"
18,"2019216N16147",-1.33212648250555,"KROSA",2019,502,"2019-KROSA"
19,"2011253N20145",-1.26511544553733,"ROKE",2011,90,"2011-ROKE"
19,"2012162N06150",-1.16270317196197,"GUCHOL",2012,129,"2012-GUCHOL"
19,"2012263N15141",-1.31098918417199,"JELAWAT",2012,142,"2012-JELAWAT"
19,"2013255N20148",-1.27809326296159,"MAN-YI",2013,194,"2013-MAN-YI"
19,"2014275N06166",-0.865171731618669,"VONGFONG",2014,249,"2014-VONGFONG"
19,"2017252N14147",-0.867640118760871,"TALIM",2017,402,"2017-TALIM"
19,"2017288N09138",-1.67704909716669,"LAN",2017,408,"2017-LAN"
19,"2018263N12146",-1.43352079768656,"TRAMI",2018,457,"2018-TRAMI"
19,"2019278N16165",-1.10617190640838,"HAGIBIS",2019,511,"2019-HAGIBIS"
20,"2011253N20145",-2.98803271462959,"ROKE",2011,90,"2011-ROKE"
20,"2012162N06150",-2.30642703562978,"GUCHOL",2012,129,"2012-GUCHOL"
20,"2012263N15141",-2.76285609680954,"JELAWAT",2012,142,"2012-JELAWAT"
20,"2013255N20148",-3.39624520957203,"MAN-YI",2013,194,"2013-MAN-YI"
20,"2014275N06166",-2.17950017953284,"VONGFONG",2014,249,"2014-VONGFONG"
20,"2015249N18142",-2.06386628311094,"ETAU",2015,297,"2015-ETAU"
20,"2017200N26162",-2.33451047930902,"NORU",2017,397,"2017-NORU"
20,"2017252N14147",-3.72145043272638,"TALIM",2017,402,"2017-TALIM"
20,"2017288N09138",-4.08119448000772,"LAN",2017,408,"2017-LAN"
20,"2018239N11161",-2.85669826191614,"JEBI",2018,452,"2018-JEBI"
20,"2018263N12146",-3.72796842256307,"TRAMI",2018,457,"2018-TRAMI"
20,"2019278N16165",-2.60973779202145,"HAGIBIS",2019,511,"2019-HAGIBIS"
21,"2011253N20145",-3.05520148142733,"ROKE",2011,90,"2011-ROKE"
21,"2012162N06150",-2.30061765184699,"GUCHOL",2012,129,"2012-GUCHOL"
21,"2012263N15141",-2.35239572148035,"JELAWAT",2012,142,"2012-JELAWAT"
21,"2013255N20148",-3.06154284933148,"MAN-YI",2013,194,"2013-MAN-YI"
21,"2014275N06166",-3.87464703401478,"VONGFONG",2014,249,"2014-VONGFONG"
21,"2015249N18142",-2.6333894862814,"ETAU",2015,297,"2015-ETAU"
21,"2016256N12146",-2.48139411573448,"MALAKAS",2016,351,"2016-MALAKAS"
21,"2017200N26162",-2.57395723713117,"NORU",2017,397,"2017-NORU"
